书名,页面地址,图片地址
 Python参考手册 第4版 修订版，[美]大卫 M.比兹利(David M.Beazley)，人民邮电出版社,http://product.dangdang.com/1759636380.html,http://img3m0.ddimg.cn/84/0/1759636380-1_b_1.jpg
 Python自然语言处理实战：核心技术与算法，涂铭，刘祥，刘树春 著，机械工业出版社,http://product.dangdang.com/1759899700.html,http://img3m0.ddimg.cn/64/28/1759899700-1_b_1.jpg
 Python机器学习 预测分析核心算法，[美] Michael Bowles 鲍尔斯 著，人民邮电出版社,http://product.dangdang.com/1775672610.html,http://img3m0.ddimg.cn/96/23/1775672610-1_b_1.jpg
 Python深度学习：基于PyTorch，吴茂贵，郁明敏，杨本法，李涛，张粤磊 著，机械工业出版社,http://product.dangdang.com/1759632000.html,http://img3m0.ddimg.cn/60/23/1759632000-1_b_1.jpg
 Python Linux系统管理与自动化运维，赖明星，机械工业出版社,http://product.dangdang.com/1759624580.html,http://img3m0.ddimg.cn/65/3/1759624580-1_b_1.jpg
 Python自动化测试实战，无涯，电子工业出版社,http://product.dangdang.com/1759839770.html,http://img3m0.ddimg.cn/29/1/1759839770-1_b_1.jpg
 Python零基础快乐学习之旅，洪锦魁 著，清华大学出版社,http://product.dangdang.com/1759620070.html,http://img3m0.ddimg.cn/10/7/1759620070-1_b_1.jpg
 Python学习笔记：从入门到实战，张学建，中国铁道出版社有限公司,http://product.dangdang.com/1759831200.html,http://img3m0.ddimg.cn/72/15/1759831200-1_b_1.jpg
 Python 3 5从零开始学，刘宇宙，清华大学出版社,http://product.dangdang.com/1759611270.html,http://img3m0.ddimg.cn/21/13/1759611270-1_b_1.jpg
 Python爬虫开发 从入门到实战，谢乾坤 著，人民邮电出版社,http://product.dangdang.com/1761335370.html,http://img3m0.ddimg.cn/36/24/1761335370-1_b_1.jpg
 Python基础教程，王欣，王文兵 著，人民邮电出版社,http://product.dangdang.com/1761331550.html,http://img3m0.ddimg.cn/77/15/1761331550-1_b_1.jpg
 Python数据分析与应用，黄红梅 张良均，人民邮电出版社,http://product.dangdang.com/1761246230.html,http://img3m0.ddimg.cn/95/17/1761246230-1_b_1.jpg
 Python 3快速入门与实战 肖冠宇，杨捷等 著 机械工业出版社 9787111634058,http://product.dangdang.com/1791361341.html,http://img3m1.ddimg.cn/0/14/1791361341-1_b_1.jpg
 Python 3 x入门到应用实践 赵军等 机械工业出版社 9787111621232,http://product.dangdang.com/1791362211.html,http://img3m1.ddimg.cn/78/33/1791362211-1_b_1.jpg
 Python语言及其应用 [美] 卢布诺维克(Bill Lubanovic) 著，丁嘉瑞，梁杰，禹常隆 译 人民邮电出版,http://product.dangdang.com/1791360121.html,http://img3m1.ddimg.cn/67/15/1791360121-1_b_1.jpg
" Python忍者秘籍 [美]科迪・杰克逊（CodyJackson）,李俊毅 人民邮电出版社 9787115535696",http://product.dangdang.com/1791357871.html,http://img3m1.ddimg.cn/94/22/1791357871-1_b_1.jpg
 Python数据挖掘与机器学习实战 方巍 著 机械工业出版社 9787111626817,http://product.dangdang.com/1791355891.html,http://img3m1.ddimg.cn/94/3/1791355891-1_b_1.jpg
 Python开发实战人民邮电出版社[日]BePROUD股份有限公司 著；【活动秒杀】,http://product.dangdang.com/1663631035.html,http://img3m5.ddimg.cn/88/35/1663631035-1_b_1.jpg
 Python量化交易实战 王晓华 著 清华大学出版社 9787302517634,http://product.dangdang.com/1791355591.html,http://img3m1.ddimg.cn/91/36/1791355591-1_b_1.jpg
 Python编程从入门到实战的16堂课 何敏煌 著 清华大学出版社 9787302529439,http://product.dangdang.com/1791354921.html,http://img3m1.ddimg.cn/15/32/1791354921-1_b_1.jpg
" Python 3快速入门与实战 肖冠宇,杨捷等 9787111634058",http://product.dangdang.com/1792390471.html,http://img3m1.ddimg.cn/25/26/1792390471-1_b_1.jpg
 Python科学计算 【关注有礼 评价有礼 满额减】,http://product.dangdang.com/1784258651.html,http://img3m1.ddimg.cn/65/29/1784258651-1_b_1.jpg
 Python学习手册：第3版 【关注有礼 评价有礼 满额减】,http://product.dangdang.com/1784260191.html,http://img3m1.ddimg.cn/21/15/1784260191-1_b_1.jpg
 Python编程实战：运用设计模式、并发和程序库创建高质量程序 【关注有礼 评价有礼 满额减】,http://product.dangdang.com/1784255331.html,http://img3m1.ddimg.cn/12/2/1784255331-1_b_1.jpg
 Python自然语言处理,http://product.dangdang.com/1791159941.html,http://img3m1.ddimg.cn/65/5/1791159941-1_b_1.jpg
 Python语言在Abaqus中的应用,http://product.dangdang.com/1791159391.html,http://img3m1.ddimg.cn/10/10/1791159391-1_b_1.jpg
 Python自动化运维：技术与佳实践,http://product.dangdang.com/1791159471.html,http://img3m1.ddimg.cn/90/16/1791159471-1_b_1.jpg
 Python语言及其应用,http://product.dangdang.com/1791158321.html,http://img3m1.ddimg.cn/29/13/1791158321-1_b_1.jpg
 Python自然语言处理实战：核心技术与算法,http://product.dangdang.com/1791160021.html,http://img3m1.ddimg.cn/46/11/1791160021-1_b_1.jpg
 Python语言程序设计,http://product.dangdang.com/1791156851.html,http://img3m1.ddimg.cn/44/23/1791156851-1_b_1.jpg
 Python数据可视化：基于Bokeh的可视化绘图 屈希峰 著 机械工业出版社 9787111641643,http://product.dangdang.com/1791154621.html,http://img3m1.ddimg.cn/91/13/1791154621-1_b_1.jpg
 Python与机器学习实战：决策树、集成学习、支持向量机与神经网络算法详解及编程实现,http://product.dangdang.com/1791155301.html,http://img3m1.ddimg.cn/78/27/1791155301-1_b_1.jpg
 Python与数据挖掘,http://product.dangdang.com/1791155861.html,http://img3m1.ddimg.cn/44/32/1791155861-1_b_1.jpg
 Python与量化投资：从基础到实战,http://product.dangdang.com/1791155361.html,http://img3m1.ddimg.cn/39/13/1791155361-1_b_1.jpg
 Python应用开发实战,http://product.dangdang.com/1791153271.html,http://img3m1.ddimg.cn/28/32/1791153271-1_b_1.jpg
 Python游戏编程快速上手第4版,http://product.dangdang.com/1791154191.html,http://img3m1.ddimg.cn/57/27/1791154191-1_b_1.jpg
 Python性能分析与优化,http://product.dangdang.com/1791150571.html,http://img3m1.ddimg.cn/1/33/1791150571-1_b_1.jpg
" Python大规模机器学习 [荷]巴斯蒂安・贾丁（BastiaanSjardin）,[意]卢卡 机械工业出版社 9787",http://product.dangdang.com/1791151311.html,http://img3m1.ddimg.cn/48/33/1791151311-1_b_1.jpg
 Python新手使用Django架站的16堂课,http://product.dangdang.com/1791150501.html,http://img3m1.ddimg.cn/30/0/1791150501-1_b_1.jpg
 Python学习从入门到实践,http://product.dangdang.com/1791151461.html,http://img3m1.ddimg.cn/0/35/1791151461-1_b_1.jpg
 Python文本分析,http://product.dangdang.com/1791148711.html,http://img3m1.ddimg.cn/22/23/1791148711-1_b_1.jpg
 Python项目案例开发从入门到实战――爬虫、游戏和机器学习,http://product.dangdang.com/1791149441.html,http://img3m1.ddimg.cn/59/13/1791149441-1_b_1.jpg
 Python参考手册 第4版 修订版 [美]大卫 M.比兹利(David M.Beazley) 人民邮电出版社 9787,http://product.dangdang.com/1791149021.html,http://img3m1.ddimg.cn/35/0/1791149021-1_b_1.jpg
 Python微控制器编程从零开始使用MicroPython,http://product.dangdang.com/1791148071.html,http://img3m1.ddimg.cn/75/12/1791148071-1_b_1.jpg
 Python物理建模初学者指南,http://product.dangdang.com/1791148781.html,http://img3m1.ddimg.cn/92/19/1791148781-1_b_1.jpg
 Python网络数据爬取及分析从入门到精通(分析篇)(内容讲解专业但不晦涩，实例分析实际但不枯燥),http://product.dangdang.com/1791146971.html,http://img3m1.ddimg.cn/64/22/1791146971-1_b_1.jpg
 Python网络爬虫实例教程(视频讲解版),http://product.dangdang.com/1791146021.html,http://img3m1.ddimg.cn/5/34/1791146021-1_b_1.jpg
 Python网络数据爬取及分析从入门到精通(爬取篇)(内容讲解专业但不晦涩，实例分析实际但不枯燥),http://product.dangdang.com/1791147071.html,http://img3m1.ddimg.cn/65/11/1791147071-1_b_1.jpg
 Python数据抓取技术与实战,http://product.dangdang.com/1791143991.html,http://img3m1.ddimg.cn/54/2/1791143991-1_b_1.jpg
 Python算法教程,http://product.dangdang.com/1791144741.html,http://img3m1.ddimg.cn/12/12/1791144741-1_b_1.jpg
 Python――统计人的视角(统计数据分析与应用丛书),http://product.dangdang.com/1791144821.html,http://img3m1.ddimg.cn/92/18/1791144821-1_b_1.jpg
 Python网络编程(Linux),http://product.dangdang.com/1791145351.html,http://img3m1.ddimg.cn/28/30/1791145351-1_b_1.jpg
 Python数据可视化编程实战,http://product.dangdang.com/1791141271.html,http://img3m1.ddimg.cn/7/20/1791141271-1_b_1.jpg
 Python 3 7从入门到精通 王英英 清华大学出版社 9787302536192,http://product.dangdang.com/1791142641.html,http://img3m1.ddimg.cn/90/21/1791142641-1_b_1.jpg
 Python数据可视化之美：专业图表绘制指南,http://product.dangdang.com/1791142271.html,http://img3m1.ddimg.cn/17/21/1791142271-1_b_1.jpg
 Python数据可视化之matplotlib实践,http://product.dangdang.com/1791142191.html,http://img3m1.ddimg.cn/36/15/1791142191-1_b_1.jpg
 Python数据挖掘：概念、方法与实践,http://product.dangdang.com/1791143021.html,http://img3m1.ddimg.cn/74/31/1791143021-1_b_1.jpg
 Python数据可视化,http://product.dangdang.com/1791141201.html,http://img3m1.ddimg.cn/36/24/1791141201-1_b_1.jpg
 Python数据科学入门,http://product.dangdang.com/1791140661.html,http://img3m1.ddimg.cn/90/2/1791140661-1_b_1.jpg
 Python数据科学导论,http://product.dangdang.com/1791138821.html,http://img3m1.ddimg.cn/32/12/1791138821-1_b_1.jpg
 Python数据科学入门,http://product.dangdang.com/1791139631.html,http://img3m1.ddimg.cn/50/8/1791139631-1_b_1.jpg
 Python数据分析实战,http://product.dangdang.com/1791137651.html,http://img3m1.ddimg.cn/50/26/1791137651-1_b_1.jpg
 Python数据分析实战,http://product.dangdang.com/1791136731.html,http://img3m1.ddimg.cn/21/31/1791136731-1_b_1.jpg
 Python数据分析实战,http://product.dangdang.com/1791136641.html,http://img3m1.ddimg.cn/30/15/1791136641-1_b_1.jpg
 Python数据分析与应用,http://product.dangdang.com/1791137781.html,http://img3m1.ddimg.cn/81/8/1791137781-1_b_1.jpg
 Python数据分析基础教程,http://product.dangdang.com/1791135481.html,http://img3m1.ddimg.cn/58/2/1791135481-1_b_1.jpg
 Python数据分析从入门到精通,http://product.dangdang.com/1791133951.html,http://img3m1.ddimg.cn/13/26/1791133951-1_b_1.jpg
 Python数据分析入门――从数据获取到可视化,http://product.dangdang.com/1791135561.html,http://img3m1.ddimg.cn/39/8/1791135561-1_b_1.jpg
 Python数据分析第2版,http://product.dangdang.com/1791134021.html,http://img3m1.ddimg.cn/83/22/1791134021-1_b_1.jpg
 Python数据处理,http://product.dangdang.com/1791132491.html,http://img3m1.ddimg.cn/38/9/1791132491-1_b_1.jpg
 Python渗透测试编程技术：方法与实践,http://product.dangdang.com/1791131051.html,http://img3m1.ddimg.cn/83/12/1791131051-1_b_1.jpg
 Python深度学习,http://product.dangdang.com/1791130211.html,http://img3m1.ddimg.cn/35/23/1791130211-1_b_1.jpg
 Python神经网络编程,http://product.dangdang.com/1791130971.html,http://img3m1.ddimg.cn/3/6/1791130971-1_b_1.jpg
 Python深度学习实战：75个有关神经网络建模、强化学习与迁移学习的解决方案,http://product.dangdang.com/1791130291.html,http://img3m1.ddimg.cn/16/29/1791130291-1_b_1.jpg
 Python设计模式第2版,http://product.dangdang.com/1791128761.html,http://img3m1.ddimg.cn/70/16/1791128761-1_b_1.jpg
 Python深度学习,http://product.dangdang.com/1791129491.html,http://img3m1.ddimg.cn/8/6/1791129491-1_b_1.jpg
 Python强化学习实战：应用OpenAIGym和TensorFlow精通强化学习和深度强化学习,http://product.dangdang.com/1791126441.html,http://img3m1.ddimg.cn/27/27/1791126441-1_b_1.jpg
 Python爬虫开发从入门到实战(微课版),http://product.dangdang.com/1791126361.html,http://img3m1.ddimg.cn/46/21/1791126361-1_b_1.jpg
 Python设计模式,http://product.dangdang.com/1791127831.html,http://img3m1.ddimg.cn/31/11/1791127831-1_b_1.jpg
 Python趣味编程入门,http://product.dangdang.com/1791126531.html,http://img3m1.ddimg.cn/18/6/1791126531-1_b_1.jpg
 Python全栈开发实践入门,http://product.dangdang.com/1791126951.html,http://img3m1.ddimg.cn/42/19/1791126951-1_b_1.jpg
 Python密码学编程,http://product.dangdang.com/1791125611.html,http://img3m1.ddimg.cn/88/11/1791125611-1_b_1.jpg
 Python快速入门精讲,http://product.dangdang.com/1791125491.html,http://img3m1.ddimg.cn/67/2/1791125491-1_b_1.jpg
 Python可以这样学,http://product.dangdang.com/1791124411.html,http://img3m1.ddimg.cn/76/32/1791124411-1_b_1.jpg
 Python开发向导(云计算工程师系列),http://product.dangdang.com/1791123221.html,http://img3m1.ddimg.cn/74/26/1791123221-1_b_1.jpg
 Python科学计算(第2版),http://product.dangdang.com/1791123321.html,http://img3m1.ddimg.cn/75/15/1791123321-1_b_1.jpg
 Python科学计算基础教程,http://product.dangdang.com/1791123421.html,http://img3m1.ddimg.cn/76/4/1791123421-1_b_1.jpg
 Python金融实战,http://product.dangdang.com/1791120201.html,http://img3m1.ddimg.cn/24/3/1791120201-1_b_1.jpg
 Python计算与编程实践：多媒体方法(原书第2版),http://product.dangdang.com/1791119111.html,http://img3m1.ddimg.cn/23/23/1791119111-1_b_1.jpg
 Python计算机视觉编程,http://product.dangdang.com/1791118941.html,http://img3m1.ddimg.cn/51/1/1791118941-1_b_1.jpg
 Python绝技：运用Python成为*数据工程师,http://product.dangdang.com/1791121221.html,http://img3m1.ddimg.cn/54/24/1791121221-1_b_1.jpg
 Python极客项目编程,http://product.dangdang.com/1791118121.html,http://img3m1.ddimg.cn/23/32/1791118121-1_b_1.jpg
 Python基础实例教程(微课版),http://product.dangdang.com/1791117511.html,http://img3m1.ddimg.cn/7/14/1791117511-1_b_1.jpg
 Python基础教程(第3版),http://product.dangdang.com/1791116401.html,http://img3m1.ddimg.cn/85/14/1791116401-1_b_1.jpg
 Python基础教程(第2版修订版),http://product.dangdang.com/1791116301.html,http://img3m1.ddimg.cn/84/25/1791116301-1_b_1.jpg
 Python机器学习预测分析核心算法,http://product.dangdang.com/1791114251.html,http://img3m1.ddimg.cn/14/10/1791114251-1_b_1.jpg
 Python机器学习经典实例,http://product.dangdang.com/1791112691.html,http://img3m1.ddimg.cn/38/4/1791112691-1_b_1.jpg
 Python机器学习实践指南,http://product.dangdang.com/1791113361.html,http://img3m1.ddimg.cn/15/8/1791113361-1_b_1.jpg
 Python机器学习,http://product.dangdang.com/1791111111.html,http://img3m1.ddimg.cn/42/15/1791111111-1_b_1.jpg
 Python基础教程(第2版),http://product.dangdang.com/1791115331.html,http://img3m1.ddimg.cn/5/17/1791115331-1_b_1.jpg
 Python机器学习实践：测试驱动的开发方法,http://product.dangdang.com/1791112801.html,http://img3m1.ddimg.cn/49/3/1791112801-1_b_1.jpg
 Python机器学习算法,http://product.dangdang.com/1791114181.html,http://img3m1.ddimg.cn/43/14/1791114181-1_b_1.jpg
 Python机器学习5个数据科学家案例解析,http://product.dangdang.com/1791111331.html,http://img3m1.ddimg.cn/64/13/1791111331-1_b_1.jpg
 Python机器学习(原书第2版),http://product.dangdang.com/1791111181.html,http://img3m1.ddimg.cn/13/11/1791111181-1_b_1.jpg
 Python和Pygame游戏开发指南,http://product.dangdang.com/1791108591.html,http://img3m1.ddimg.cn/96/11/1791108591-1_b_1.jpg
 Python核心编程第3版,http://product.dangdang.com/1791108661.html,http://img3m1.ddimg.cn/67/7/1791108661-1_b_1.jpg
 Python核心编程第3版英文版,http://product.dangdang.com/1791108741.html,http://img3m1.ddimg.cn/48/13/1791108741-1_b_1.jpg
 Python高效开发实战――Django、Tornado、Flask、Twisted,http://product.dangdang.com/1791106821.html,http://img3m1.ddimg.cn/9/17/1791106821-1_b_1.jpg
 Python高级编程第2版,http://product.dangdang.com/1791106051.html,http://img3m1.ddimg.cn/31/24/1791106051-1_b_1.jpg
 Python高性能编程,http://product.dangdang.com/1791106891.html,http://img3m1.ddimg.cn/79/13/1791106891-1_b_1.jpg
 Python高手之路第3版,http://product.dangdang.com/1791106131.html,http://img3m1.ddimg.cn/12/30/1791106131-1_b_1.jpg
 Python带我起飞――入门、进阶、商业实战(python入门级，小白快速上手),http://product.dangdang.com/1791105131.html,http://img3m1.ddimg.cn/2/29/1791105131-1_b_1.jpg
 Python大战机器学习：数据科学家的第一个小目标,http://product.dangdang.com/1791104201.html,http://img3m1.ddimg.cn/62/24/1791104201-1_b_1.jpg
 Python程序员面试算法宝典,http://product.dangdang.com/1791102171.html,http://img3m1.ddimg.cn/12/29/1791102171-1_b_1.jpg
 Python从入门到精通,http://product.dangdang.com/1791103081.html,http://img3m1.ddimg.cn/31/14/1791103081-1_b_1.jpg
 Python从小白到大牛,http://product.dangdang.com/1791103171.html,http://img3m1.ddimg.cn/22/30/1791103171-1_b_1.jpg
 Python从菜鸟到高手,http://product.dangdang.com/1791102271.html,http://img3m1.ddimg.cn/13/18/1791102271-1_b_1.jpg
 Python程序设计入门到实战,http://product.dangdang.com/1791101631.html,http://img3m1.ddimg.cn/66/7/1791101631-1_b_1.jpg
 Python程序设计教程,http://product.dangdang.com/1791099781.html,http://img3m1.ddimg.cn/97/7/1791099781-1_b_1.jpg
 Python程序设计开发宝典,http://product.dangdang.com/1791100861.html,http://img3m1.ddimg.cn/88/14/1791100861-1_b_1.jpg
 Python程序设计基础,http://product.dangdang.com/1791097781.html,http://img3m1.ddimg.cn/77/5/1791097781-1_b_1.jpg
 Python程序设计案例课堂,http://product.dangdang.com/1791096861.html,http://img3m1.ddimg.cn/48/10/1791096861-1_b_1.jpg
 Python程序设计第一课,http://product.dangdang.com/1791096981.html,http://img3m1.ddimg.cn/69/19/1791096981-1_b_1.jpg
 Python程序设计(原书第2版),http://product.dangdang.com/1791095381.html,http://img3m1.ddimg.cn/53/10/1791095381-1_b_1.jpg
 Python编程导论第2版,http://product.dangdang.com/1791089561.html,http://img3m1.ddimg.cn/74/36/1791089561-1_b_1.jpg
 Python测试之道,http://product.dangdang.com/1791092731.html,http://img3m1.ddimg.cn/76/24/1791092731-1_b_1.jpg
 Python参考手册第4版修订版,http://product.dangdang.com/1791092631.html,http://img3m1.ddimg.cn/75/35/1791092631-1_b_1.jpg
 Python编程之美：佳实践指南,http://product.dangdang.com/1791091491.html,http://img3m1.ddimg.cn/24/5/1791091491-1_b_1.jpg
 Python并行编程手册,http://product.dangdang.com/1791091581.html,http://img3m1.ddimg.cn/15/21/1791091581-1_b_1.jpg
 Python3程序开发指南(第2版修订版),http://product.dangdang.com/1791082541.html,http://img3m1.ddimg.cn/83/9/1791082541-1_b_1.jpg
 Python编程从零基础到项目实战(微课视频版),http://product.dangdang.com/1791088871.html,http://img3m1.ddimg.cn/77/12/1791088871-1_b_1.jpg
 Python3学习笔记(上卷),http://product.dangdang.com/1791085011.html,http://img3m1.ddimg.cn/78/0/1791085011-1_b_1.jpg
 Python贝叶斯分析,http://product.dangdang.com/1791088241.html,http://img3m1.ddimg.cn/41/11/1791088241-1_b_1.jpg
 Python3面向对象编程(第2版),http://product.dangdang.com/1791083811.html,http://img3m1.ddimg.cn/66/21/1791083811-1_b_1.jpg
 Python编程(第四版),http://product.dangdang.com/1791088291.html,http://img3m1.ddimg.cn/91/24/1791088291-1_b_1.jpg
 Python3数据分析与机器学习实战,http://product.dangdang.com/1791084921.html,http://img3m1.ddimg.cn/87/21/1791084921-1_b_1.jpg
 Python编程快速上手让繁琐工作自动化,http://product.dangdang.com/1791090221.html,http://img3m1.ddimg.cn/41/30/1791090221-1_b_1.jpg
 Python编程从入门到精通项目开发视频学习版,http://product.dangdang.com/1791089461.html,http://img3m1.ddimg.cn/73/10/1791089461-1_b_1.jpg
 Python30科学计算指南,http://product.dangdang.com/1791079511.html,http://img3m1.ddimg.cn/23/13/1791079511-1_b_1.jpg
" [正版现货]Python GUI设计：tkinter菜鸟编程,洪锦魁,清华大学出版社,9787302530640",http://product.dangdang.com/1712657863.html,http://img3m3.ddimg.cn/37/13/1712657863-1_b_1.jpg
 Python36从入门到精通(视频教学版),http://product.dangdang.com/1791080141.html,http://img3m1.ddimg.cn/59/14/1791080141-1_b_1.jpg
 Python+Spark20+Hadoop机器学习与大数据实战,http://product.dangdang.com/1791078571.html,http://img3m1.ddimg.cn/73/35/1791078571-1_b_1.jpg
 Python36编程实践指南计算机科学入门原书第3版,http://product.dangdang.com/1791080051.html,http://img3m1.ddimg.cn/68/35/1791080051-1_b_1.jpg
 Python35从零开始学,http://product.dangdang.com/1791079581.html,http://img3m1.ddimg.cn/93/9/1791079581-1_b_1.jpg
 Python3程序开发指南(第2版),http://product.dangdang.com/1791081821.html,http://img3m1.ddimg.cn/56/29/1791081821-1_b_1.jpg
 Python3标准库,http://product.dangdang.com/1791081651.html,http://img3m1.ddimg.cn/84/7/1791081651-1_b_1.jpg
 Python37编程快速入门,http://product.dangdang.com/1791080961.html,http://img3m1.ddimg.cn/87/20/1791080961-1_b_1.jpg
 Python36零基础入门与实战,http://product.dangdang.com/1791080901.html,http://img3m1.ddimg.cn/27/34/1791080901-1_b_1.jpg
 Python科学计算 张若愚 清华大学出版社 9787302273608,http://product.dangdang.com/1705073914.html,http://img3m4.ddimg.cn/82/28/1705073914-1_b_1.jpg
" [正版现货]Python编程基础教程,H.巴辛（H.Bhasin）著，李军 译,人民邮电出版社,978711553391",http://product.dangdang.com/1711155813.html,http://img3m3.ddimg.cn/15/15/1711155813-1_b_1.jpg
" Python Cookbook(第2版)中文版 [美] 马特利（Martelli A.）,高铁军 人民邮电出版社 978",http://product.dangdang.com/1555916504.html,http://img3m4.ddimg.cn/32/15/1555916504-1_b_1.jpg
 Python核心编程 第3版 [美]卫斯理 春(Wesley Chun) 人民邮电出版社 9787115414779,http://product.dangdang.com/1790989881.html,http://img3m1.ddimg.cn/87/34/1790989881-1_b_1.jpg
 Python核心编程 第3版 英文版 [美] 卫斯理 春(Wesley Chun) 人民邮电出版社 9787115413,http://product.dangdang.com/1790989611.html,http://img3m1.ddimg.cn/15/23/1790989611-1_b_1.jpg
 Python Qt GUI与数据可视化编程 王维波，栗宝鹃，张晓东 著 人民邮电出版社 9787115514165,http://product.dangdang.com/1790984991.html,http://img3m1.ddimg.cn/48/28/1790984991-1_b_1.jpg
 Python Flask Web开发入门与项目实战 钱游 著 机械工业出版社 9787111630883,http://product.dangdang.com/1790992021.html,http://img3m1.ddimg.cn/49/28/1790992021-1_b_1.jpg
 Python 新手学Django 2.0架站的16堂课 何敏煌，林亮昀 著 清华大学出版社 9787302523321,http://product.dangdang.com/1790978591.html,http://img3m1.ddimg.cn/83/29/1790978591-1_b_1.jpg
" Python图形编程：2D和3D图像的创建 B.J.科里特斯（B.J.Korites）,李铁萌 机械工业出版社 9787",http://product.dangdang.com/1790950781.html,http://img3m1.ddimg.cn/92/6/1790950781-1_b_1.jpg
" 计算机科学丛书：Python语言程序设计,机械工业出版社,9787111487685【新华书店，品质无忧】",http://product.dangdang.com/1570696058.html,http://img3m8.ddimg.cn/74/30/1570696058-1_b_3.jpg
 Python编程导论 第2版 [美]约翰・谷泰格 9787115473769 人民邮电出版社,http://product.dangdang.com/1797651994.html,http://img3m4.ddimg.cn/94/1/1797651994-1_b_1.jpg
" [正版现货]Python无监督机器学习佳实践,[美] 本杰明・约翰斯顿 等 著，唐盛 译,清华大学出版社,9787302",http://product.dangdang.com/1766244921.html,http://img3m1.ddimg.cn/78/8/1766244921-1_b_1.jpg
" [正版现货]Python数据分析入门与实战,开课吧,杨国俊,张植皓,潘海超等,机械工业出版社,9787111660422",http://product.dangdang.com/1766073711.html,http://img3m1.ddimg.cn/39/34/1766073711-1_b_1.jpg
" 【新华书店】Python程序设计与算法思维,[美] 斯图尔特・里杰斯（Stuart Reges） 著，苏小红，袁永峰，叶",http://product.dangdang.com/1762509551.html,http://img3m1.ddimg.cn/77/10/1762509551-1_b_1.jpg
" 【新华书店】Python数据分析与数据化运营,宋天龙 著,机械工业出版社,9787111627760",http://product.dangdang.com/1762391361.html,http://img3m1.ddimg.cn/93/35/1762391361-1_b_1.jpg
" Python高性能编程 (美)戈雷利克(Micha Gorelick),欧日沃尔德(Ian Ozsvald) 著;胡世杰",http://product.dangdang.com/1758676298.html,http://img3m8.ddimg.cn/5/31/1758676298-1_b_1.jpg
 Python Linux系统管理与自动化运维 赖明星 机械工业出版社 9787111578659,http://product.dangdang.com/1758538288.html,http://img3m8.ddimg.cn/1/31/1758538288-1_b_1.jpg
 Python自然语言处理 （英）伯德，（英）克莱因，（美）洛普 著 东南大学出版社 9787564122614,http://product.dangdang.com/1752301646.html,http://img3m6.ddimg.cn/62/35/1752301646-1_b_1.jpg
 Python程序设计基础 李东方 9787121302923 电子工业出版社,http://product.dangdang.com/1715254199.html,http://img3m9.ddimg.cn/98/22/1715254199-1_b_1.jpg
 Python Web开发实战 董伟明 著 9787121297335 电子工业出版社,http://product.dangdang.com/1714755679.html,http://img3m9.ddimg.cn/43/3/1714755679-1_b_1.jpg
 Python3爬虫实战―数据清洗、数据分析与可视化 姚良 著 9787113260590 中国铁道出版社,http://product.dangdang.com/1714522669.html,http://img3m9.ddimg.cn/79/19/1714522669-1_b_1.jpg
 Python数据分析从入门到精通 李梓萌 著 机械工业出版社 9787111649885,http://product.dangdang.com/1790863831.html,http://img3m1.ddimg.cn/64/6/1790863831-1_b_1.jpg
 Python数据科学导论：概念、技术与应用,http://product.dangdang.com/1790665381.html,http://img3m1.ddimg.cn/10/24/1790665381-1_b_1.jpg
 Python高性能第2版,http://product.dangdang.com/1790656541.html,http://img3m1.ddimg.cn/80/27/1790656541-1_b_1.jpg
" 【新华书店】Python程序设计案例教程徐光侠,常光辉,解绍词,黄德玲人民邮电出版社9787115452139",http://product.dangdang.com/1773361651.html,http://img3m1.ddimg.cn/94/10/1773361651-1_b_1.jpg
" [正版现货]Python速查手册・基础卷,明日科技（MingRiSoft）著，明日科技 编,北京希望电子出版社,9787",http://product.dangdang.com/1765662881.html,http://img3m1.ddimg.cn/59/15/1765662881-1_b_1.jpg
" 【新华书店】Python从入门到精通,王征，李晓波 著,中国铁道出版社有限公司,9787113264154",http://product.dangdang.com/1760833451.html,http://img3m1.ddimg.cn/47/10/1760833451-1_b_1.jpg
 Python编程 Mark Lutz 中国电力出版社 9787512355309,http://product.dangdang.com/1751706876.html,http://img3m6.ddimg.cn/84/3/1751706876-1_b_1.jpg
 Python UNIX 和Linux 系统管理指南 (美)基弗特 等著，杨明华 等译 机械工业出版社 978711126,http://product.dangdang.com/1751574346.html,http://img3m6.ddimg.cn/16/7/1751574346-1_b_1.jpg
 正版图书 动态语言技术精品书廊 Python源码剖析:深度探索动态语言核心技术 陈儒,http://product.dangdang.com/1741409731.html,http://img3m1.ddimg.cn/28/32/1741409731-1_b_1.jpg
 【正品】 Python密码学编程 [美] Al Sweigart 斯维加特 9787115424297 人民邮电出版社,http://product.dangdang.com/1726698379.html,http://img3m9.ddimg.cn/76/28/1726698379-1_b_1.jpg
 Python高效开发实战:Django、Tornado、Flask、Twisted 刘长龙 著 978712130010,http://product.dangdang.com/1714581489.html,http://img3m9.ddimg.cn/93/9/1714581489-1_b_1.jpg
 Python自动化运维:技术与佳实践 刘天斯 著 机械工业出版社 9787111483069,http://product.dangdang.com/1711923419.html,http://img3m9.ddimg.cn/74/19/1711923419-1_b_1.jpg
 [正品] Python GUI设计：tkinter菜鸟编程 洪锦魁 清华大学出版社 9787302530640,http://product.dangdang.com/1710133619.html,http://img3m9.ddimg.cn/95/20/1710133619-1_b_1.jpg
